Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,total_active_minutes,sedentary_ratio,activity_level,weekday,is_weekend,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,sleep_efficiency,sleep_level
1844505072,2016-04-26,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1,Low,Tuesday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-04-27,4,0,0,0,0,0,0,0,0,0,1,1439,1348,1,0.9993055555555556,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-04-28,6907,4.57000017166138,4.57000017166138,0,0,0,4.55999994277954,0,0,0,302,1138,1992,302,0.7902777777777777,Moderate,Thursday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-04-29,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856,247,0.8141459744168548,Low,Friday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-04-30,4014,2.67000007629395,2.67000007629395,0,0,0,2.65000009536743,0,0,0,184,218,1763,184,0.5422885572139303,Low,Saturday,Weekend,1,722,961,0.7513007284079084,High
1844505072,2016-05-01,2573,1.70000004768372,1.70000004768372,0,0,0.259999990463257,1.45000004768372,0,0,7,75,585,1541,82,0.8770614692653673,Low,Sunday,Weekend,1,590,961,0.6139438085327783,High
1844505072,2016-05-02,0,0,0,0,0,0,0,0,0,0,0,1440,1348,0,1,Low,Monday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-05-03,4059,2.6800000667572,2.6800000667572,0,0,0,2.6800000667572,0,0,0,184,1256,1742,184,0.8722222222222222,Low,Tuesday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-05-04,2080,1.37000000476837,1.37000000476837,0,0,0,1.37000000476837,0,0,0,87,1353,1549,87,0.9395833333333333,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-05-05,2237,1.48000001907349,1.48000001907349,0,0,0,1.48000001907349,0,0,0,120,1320,1589,120,0.9166666666666666,Low,Thursday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-05-06,44,0.0299999993294477,0.0299999993294477,0,0,0,0.0299999993294477,0,0,0,2,1438,1351,2,0.9986111111111111,Low,Friday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-05-07,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1,Low,Saturday,Weekend,NA,NA,NA,NA,NA
1844505072,2016-05-08,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1,Low,Sunday,Weekend,NA,NA,NA,NA,NA
1844505072,2016-05-09,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1,Low,Monday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-05-10,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1,Low,Tuesday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-05-11,0,0,0,0,0,0,0,0,0,0,0,1440,1347,0,1,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1844505072,2016-05-12,0,0,0,0,0,0,0,0,0,0,0,711,665,0,1,Low,Thursday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-04-12,678,0.469999998807907,0.469999998807907,0,0,0,0.469999998807907,0,0,0,55,734,2220,55,0.9302915082382763,Low,Tuesday,Weekday,3,750,775,0.967741935483871,High
1927972279,2016-04-13,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,32,0.9685658153241651,Low,Wednesday,Weekday,1,398,422,0.943127962085308,Moderate
1927972279,2016-04-14,2163,1.5,1.5,0,0,0.400000005960464,1.10000002384186,0,0,9,88,1292,2383,97,0.9301655867530597,Low,Thursday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-04-15,980,0.680000007152557,0.680000007152557,0,0,0,0.680000007152557,0,0,0,51,941,2221,51,0.9485887096774194,Low,Friday,Weekday,2,475,499,0.9519038076152304,Moderate
1927972279,2016-04-16,0,0,0,0,0,0,0,0,0,0,0,1440,2064,0,1,Low,Saturday,Weekend,NA,NA,NA,NA,NA
1927972279,2016-04-17,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1,Low,Sunday,Weekend,NA,NA,NA,NA,NA
1927972279,2016-04-18,244,0.170000001788139,0.170000001788139,0,0,0,0.170000001788139,0,0,0,17,1423,2111,17,0.9881944444444445,Low,Monday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-04-19,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1,Low,Tuesday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-04-20,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-04-21,0,0,0,0,0,0,0,0,0,0,0,1440,2064,0,1,Low,Thursday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-04-22,149,0.100000001490116,0.100000001490116,0,0,0,0.100000001490116,0,0,0,10,1430,2093,10,0.9930555555555556,Low,Friday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-04-23,2945,2.03999996185303,2.03999996185303,0,0,0,2.03999996185303,0,0,0,145,1295,2499,145,0.8993055555555556,Low,Saturday,Weekend,NA,NA,NA,NA,NA
1927972279,2016-04-24,2090,1.45000004768372,1.45000004768372,0,0.0700000002980232,0.239999994635582,1.13999998569489,0,1,6,75,1358,2324,82,0.9430555555555555,Low,Sunday,Weekend,NA,NA,NA,NA,NA
1927972279,2016-04-25,152,0.109999999403954,0.109999999403954,0,0,0,0.109999999403954,0,0,0,12,1303,2100,12,0.990874524714829,Low,Monday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-04-26,3761,2.59999990463257,2.59999990463257,0,0,0,2.59999990463257,0,0,0,192,1058,2638,192,0.8464,Low,Tuesday,Weekday,1,296,315,0.9396825396825397,Low
1927972279,2016-04-27,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-04-28,1675,1.1599999666214,1.1599999666214,0,0,0,1.1599999666214,0,0,0,95,1167,2351,95,0.9247226624405706,Low,Thursday,Weekday,1,166,178,0.9325842696629213,Low
1927972279,2016-04-29,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1,Low,Friday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-04-30,0,0,0,0,0,0,0,0,0,0,0,1440,2064,0,1,Low,Saturday,Weekend,NA,NA,NA,NA,NA
1927972279,2016-05-01,2704,1.87000000476837,1.87000000476837,0,1.00999999046326,0.0299999993294477,0.829999983310699,0,14,1,70,1355,2411,85,0.9409722222222222,Low,Sunday,Weekend,NA,NA,NA,NA,NA
1927972279,2016-05-02,3790,2.61999988555908,2.61999988555908,0,1.1599999666214,0.300000011920929,1.1599999666214,0,16,8,94,1322,2505,118,0.9180555555555555,Low,Monday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-05-03,1326,0.920000016689301,0.920000016689301,0,0.730000019073486,0,0.180000007152557,0,10,0,17,1413,2195,27,0.98125,Low,Tuesday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-05-04,1786,1.24000000953674,1.24000000953674,0,0,0,1.24000000953674,0,0,0,87,1353,2338,87,0.9395833333333333,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-05-05,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1,Low,Thursday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-05-06,2091,1.45000004768372,1.45000004768372,0,0,0,1.45000004768372,0,0,0,108,1332,2383,108,0.925,Low,Friday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-05-07,1510,1.03999996185303,1.03999996185303,0,0,0,1.03999996185303,0,0,0,48,1392,2229,48,0.9666666666666667,Low,Saturday,Weekend,NA,NA,NA,NA,NA
1927972279,2016-05-08,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1,Low,Sunday,Weekend,NA,NA,NA,NA,NA
1927972279,2016-05-09,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1,Low,Monday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-05-10,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1,Low,Tuesday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-05-11,0,0,0,0,0,0,0,0,0,0,0,1440,2063,0,1,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
1927972279,2016-05-12,0,0,0,0,0,0,0,0,0,0,0,966,1383,0,1,Low,Thursday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-04-12,11875,8.34000015258789,8.34000015258789,0,3.30999994277954,0.769999980926514,4.26000022888184,0,42,14,227,1157,2390,283,0.8034722222222223,High,Tuesday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-04-13,12024,8.5,8.5,0,2.99000000953674,0.100000001490116,5.40999984741211,0,43,5,292,1100,2601,340,0.7638888888888888,High,Wednesday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-04-14,10690,7.5,7.5,0,2.48000001907349,0.209999993443489,4.82000017166138,0,32,3,257,1148,2312,292,0.7972222222222223,High,Thursday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-04-15,11034,8.02999973297119,8.02999973297119,0,1.94000005722046,0.310000002384186,5.78000020980835,0,27,9,282,1122,2525,318,0.7791666666666667,High,Friday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-04-16,10100,7.09000015258789,7.09000015258789,0,3.15000009536743,0.550000011920929,3.39000010490417,0,41,11,151,1237,2177,203,0.8590277777777777,High,Saturday,Weekend,NA,NA,NA,NA,NA
2022484408,2016-04-17,15112,11.3999996185303,11.3999996185303,0,3.86999988555908,0.660000026226044,6.88000011444092,0,28,29,331,1052,2782,388,0.7305555555555555,High,Sunday,Weekend,NA,NA,NA,NA,NA
2022484408,2016-04-18,14131,10.0699996948242,10.0699996948242,0,3.64000010490417,0.119999997317791,6.30000019073486,0,48,3,311,1078,2770,362,0.7486111111111111,High,Monday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-04-19,11548,8.52999973297119,8.52999973297119,0,3.28999996185303,0.239999994635582,5,0,31,7,250,1152,2489,288,0.8,High,Tuesday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-04-20,15112,10.6700000762939,10.6700000762939,0,3.33999991416931,1.92999994754791,5.40000009536743,0,48,63,276,1053,2897,387,0.73125,High,Wednesday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-04-21,12453,8.73999977111816,8.73999977111816,0,3.32999992370605,1.11000001430511,4.30999994277954,0,104,53,255,1028,3158,412,0.7138888888888889,High,Thursday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-04-22,12954,9.32999992370605,9.32999992370605,0,4.42999982833862,0.419999986886978,4.46999979019165,0,52,10,273,1105,2638,335,0.7673611111111112,High,Friday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-04-23,6001,4.21000003814697,4.21000003814697,0,0,0,4.21000003814697,0,0,0,249,1191,2069,249,0.8270833333333333,Moderate,Saturday,Weekend,NA,NA,NA,NA,NA
2022484408,2016-04-24,13481,10.2799997329712,10.2799997329712,0,4.55000019073486,1.14999997615814,4.57999992370605,0,37,26,216,1161,2529,279,0.80625,High,Sunday,Weekend,NA,NA,NA,NA,NA
2022484408,2016-04-25,11369,8.01000022888184,8.01000022888184,0,3.32999992370605,0.219999998807907,4.46000003814697,0,44,8,217,1171,2470,269,0.8131944444444444,High,Monday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-04-26,10119,7.19000005722046,7.19000005722046,0,1.42999994754791,0.660000026226044,5.1100001335144,0,55,24,275,1086,2793,354,0.7541666666666667,High,Tuesday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-04-27,10159,7.13000011444092,7.13000011444092,0,1.03999996185303,0.970000028610229,5.11999988555908,0,19,20,282,1119,2463,321,0.7770833333333333,High,Wednesday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-04-28,10140,7.11999988555908,7.11999988555908,0,0.409999996423721,1.33000004291534,5.3899998664856,0,6,20,291,1123,2296,317,0.7798611111111111,High,Thursday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-04-29,10245,7.19000005722046,7.19000005722046,0,0.479999989271164,1.21000003814697,5.5,0,21,40,281,1098,2611,342,0.7625,High,Friday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-04-30,18387,12.9099998474121,12.9099998474121,0,0.939999997615814,1.39999997615814,10.5699996948242,0,13,23,361,1043,2732,397,0.7243055555555555,High,Saturday,Weekend,NA,NA,NA,NA,NA
2022484408,2016-05-01,10538,7.40000009536743,7.40000009536743,0,1.94000005722046,0.959999978542328,4.5,0,25,28,245,1142,2380,298,0.7930555555555555,High,Sunday,Weekend,NA,NA,NA,NA,NA
2022484408,2016-05-02,10379,7.28999996185303,7.28999996185303,0,2.60999989509583,0.340000003576279,4.32999992370605,0,36,8,277,1119,2473,321,0.7770833333333333,High,Monday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-05-03,12183,8.73999977111816,8.73999977111816,0,3.99000000953674,0.46000000834465,4.28000020980835,0,72,14,250,1104,2752,336,0.7666666666666667,High,Tuesday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-05-04,11768,8.28999996185303,8.28999996185303,0,2.50999999046326,0.930000007152557,4.84999990463257,0,36,27,272,1105,2649,335,0.7673611111111112,High,Wednesday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-05-05,11895,8.35000038146973,8.35000038146973,0,2.78999996185303,0.860000014305115,4.69999980926514,0,55,20,253,1112,2609,328,0.7722222222222223,High,Thursday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-05-06,10227,7.17999982833862,7.17999982833862,0,1.87000000476837,0.670000016689301,4.6399998664856,0,24,17,295,1104,2498,336,0.7666666666666667,High,Friday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-05-07,6708,4.71000003814697,4.71000003814697,0,1.61000001430511,0.0799999982118607,3.01999998092651,0,20,2,149,1269,1995,171,0.88125,Moderate,Saturday,Weekend,NA,NA,NA,NA,NA
2022484408,2016-05-08,3292,2.30999994277954,2.30999994277954,0,0,0,2.30999994277954,0,0,0,135,1305,1848,135,0.90625,Low,Sunday,Weekend,NA,NA,NA,NA,NA
2022484408,2016-05-09,13379,9.39000034332275,9.39000034332275,0,2.11999988555908,1.62999999523163,5.6399998664856,0,35,47,297,1061,2709,379,0.7368055555555556,High,Monday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-05-10,12798,8.97999954223633,8.97999954223633,0,2.22000002861023,1.21000003814697,5.55999994277954,0,57,28,271,1084,2797,356,0.7527777777777778,High,Tuesday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-05-11,13272,9.31999969482422,9.31999969482422,0,4.17999982833862,1.14999997615814,3.99000000953674,0,58,25,224,1133,2544,307,0.7868055555555555,High,Wednesday,Weekday,NA,NA,NA,NA,NA
2022484408,2016-05-12,9117,6.40999984741211,6.40999984741211,0,1.27999997138977,0.670000016689301,4.44000005722046,0,16,16,236,728,1853,268,0.7309236947791165,Moderate,Thursday,Weekday,NA,NA,NA,NA,NA
2026352035,2016-04-12,4414,2.74000000953674,2.74000000953674,0,0.189999997615814,0.349999994039536,2.20000004768372,0,3,8,181,706,1459,192,0.7861915367483296,Low,Tuesday,Weekday,1,503,546,0.9212454212454212,High
2026352035,2016-04-13,4993,3.09999990463257,3.09999990463257,0,0,0,3.09999990463257,0,0,0,238,663,1521,238,0.7358490566037735,Low,Wednesday,Weekday,1,531,565,0.9398230088495575,High
2026352035,2016-04-14,3335,2.0699999332428,2.0699999332428,0,0,0,2.04999995231628,0,0,0,197,653,1431,197,0.768235294117647,Low,Thursday,Weekday,1,545,568,0.9595070422535211,High
2026352035,2016-04-15,3821,2.36999988555908,2.36999988555908,0,0,0,2.36999988555908,0,0,0,188,687,1444,188,0.7851428571428571,Low,Friday,Weekday,1,523,573,0.912739965095986,High
2026352035,2016-04-16,2547,1.58000004291534,1.58000004291534,0,0,0,1.58000004291534,0,0,0,150,728,1373,150,0.8291571753986332,Low,Saturday,Weekend,1,524,567,0.9241622574955908,High
2026352035,2016-04-17,838,0.519999980926514,0.519999980926514,0,0,0,0.519999980926514,0,0,0,60,1053,1214,60,0.9460916442048517,Low,Sunday,Weekend,1,437,498,0.8775100401606426,Moderate
2026352035,2016-04-18,3325,2.05999994277954,2.05999994277954,0,0,0,2.05999994277954,0,0,0,182,1062,1419,182,0.8536977491961415,Low,Monday,Weekday,NA,NA,NA,NA,NA
2026352035,2016-04-19,2424,1.5,1.5,0,0,0,1.5,0,0,0,141,785,1356,141,0.847732181425486,Low,Tuesday,Weekday,1,498,540,0.9222222222222223,High
2026352035,2016-04-20,7222,4.48000001907349,4.48000001907349,0,0,0,4.48000001907349,0,0,0,327,623,1667,327,0.6557894736842105,Moderate,Wednesday,Weekday,1,461,510,0.903921568627451,Moderate
2026352035,2016-04-21,2467,1.52999997138977,1.52999997138977,0,0,0,1.52999997138977,0,0,0,153,749,1370,153,0.8303769401330376,Low,Thursday,Weekday,1,477,514,0.9280155642023347,Moderate
2026352035,2016-04-22,2915,1.80999994277954,1.80999994277954,0,0,0,1.80999994277954,0,0,0,162,712,1399,162,0.8146453089244852,Low,Friday,Weekday,1,520,545,0.9541284403669725,High
2026352035,2016-04-23,12357,7.71000003814697,7.71000003814697,0,0,0,7.71000003814697,0,0,0,432,458,1916,432,0.5146067415730337,High,Saturday,Weekend,1,522,554,0.9422382671480144,High
2026352035,2016-04-24,3490,2.16000008583069,2.16000008583069,0,0,0,2.16000008583069,0,0,0,164,704,1401,164,0.8110599078341014,Low,Sunday,Weekend,1,555,591,0.9390862944162437,High
2026352035,2016-04-25,6017,3.73000001907349,3.73000001907349,0,0,0,3.73000001907349,0,0,0,260,821,1576,260,0.759481961147086,Moderate,Monday,Weekday,1,506,531,0.9529190207156308,High
2026352035,2016-04-26,5933,3.6800000667572,3.6800000667572,0,0,0,3.6800000667572,0,0,0,288,1018,1595,288,0.77947932618683,Moderate,Tuesday,Weekday,NA,NA,NA,NA,NA
2026352035,2016-04-27,6088,3.76999998092651,3.76999998092651,0,0,0,3.76999998092651,0,0,0,286,586,1593,286,0.6720183486238532,Moderate,Wednesday,Weekday,1,508,545,0.9321100917431193,High
2026352035,2016-04-28,6375,3.95000004768372,3.95000004768372,0,0,0,3.95000004768372,0,0,0,331,626,1649,331,0.6541274817136886,Moderate,Thursday,Weekday,1,513,545,0.9412844036697248,High
2026352035,2016-04-29,7604,4.71000003814697,4.71000003814697,0,0,0,4.71000003814697,0,0,0,352,492,1692,352,0.5829383886255924,Moderate,Friday,Weekday,1,490,510,0.9607843137254902,High
2026352035,2016-04-30,4729,2.9300000667572,2.9300000667572,0,0,0,2.9300000667572,0,0,0,233,594,1506,233,0.7182587666263603,Low,Saturday,Weekend,1,573,607,0.943986820428336,High
2026352035,2016-05-01,3609,2.27999997138977,2.27999997138977,0,0,0,2.27999997138977,0,0,0,191,716,1447,191,0.7894156560088202,Low,Sunday,Weekend,1,527,546,0.9652014652014652,High
2026352035,2016-05-02,7018,4.34999990463257,4.34999990463257,0,0,0,4.34999990463257,0,0,0,355,716,1690,355,0.6685340802987861,Moderate,Monday,Weekday,1,511,543,0.9410681399631676,High
2026352035,2016-05-03,5992,3.72000002861023,3.72000002861023,0,0,0,3.72000002861023,0,0,0,304,981,1604,304,0.7634241245136186,Moderate,Tuesday,Weekday,NA,NA,NA,NA,NA
2026352035,2016-05-04,6564,4.07000017166138,4.07000017166138,0,0,0,4.07000017166138,0,0,0,345,530,1658,345,0.6057142857142858,Moderate,Wednesday,Weekday,1,538,560,0.9607142857142857,High
2026352035,2016-05-05,12167,7.53999996185303,7.53999996185303,0,0,0,7.53999996185303,0,0,0,475,479,1926,475,0.5020964360587002,High,Thursday,Weekday,1,468,485,0.9649484536082474,Moderate
2026352035,2016-05-06,8198,5.07999992370605,5.07999992370605,0,0,0,5.07999992370605,0,0,0,383,511,1736,383,0.5715883668903803,Moderate,Friday,Weekday,1,524,548,0.9562043795620438,High
2026352035,2016-05-07,4193,2.59999990463257,2.59999990463257,0,0,0,2.59999990463257,0,0,0,229,665,1491,229,0.743847874720358,Low,Saturday,Weekend,1,511,521,0.980806142034549,High
2026352035,2016-05-08,5528,3.45000004768372,3.45000004768372,0,0,0,3.45000004768372,0,0,0,258,610,1555,258,0.7027649769585254,Moderate,Sunday,Weekend,1,541,568,0.9524647887323944,High
2026352035,2016-05-09,10685,6.61999988555908,6.61999988555908,0,0,0,6.59999990463257,0,0,0,401,543,1869,401,0.5752118644067796,High,Monday,Weekday,1,531,556,0.9550359712230215,High
2026352035,2016-05-10,254,0.159999996423721,0.159999996423721,0,0,0,0.159999996423721,0,0,0,17,1002,1141,17,0.9833169774288518,Low,Tuesday,Weekday,1,357,380,0.9394736842105263,Low
2026352035,2016-05-11,8580,5.32000017166138,5.32000017166138,0,0,0,5.32000017166138,0,0,0,330,569,1698,330,0.6329254727474972,Moderate,Wednesday,Weekday,1,523,553,0.945750452079566,High
2026352035,2016-05-12,8891,5.51000022888184,5.51000022888184,0,0,0,5.51000022888184,0,0,0,343,330,1364,343,0.4903417533432392,Moderate,Thursday,Weekday,1,456,485,0.9402061855670103,Moderate
2320127002,2016-04-12,10725,7.48999977111816,7.48999977111816,0,1.16999995708466,0.310000002384186,6.01000022888184,0,13,9,306,1112,2124,328,0.7722222222222223,High,Tuesday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-04-13,7275,4.90000009536743,4.90000009536743,0,0,0,4.90000009536743,0,0,0,335,1105,2003,335,0.7673611111111112,Moderate,Wednesday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-04-14,3973,2.6800000667572,2.6800000667572,0,0,0,2.6800000667572,0,0,0,191,1249,1696,191,0.8673611111111111,Low,Thursday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-04-15,5205,3.50999999046326,3.50999999046326,0,0,0,3.50999999046326,0,0,0,245,1195,1801,245,0.8298611111111112,Moderate,Friday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-04-16,5057,3.41000008583069,3.41000008583069,0,0,0,3.40000009536743,0,0,0,195,1245,1724,195,0.8645833333333334,Moderate,Saturday,Weekend,NA,NA,NA,NA,NA
2320127002,2016-04-17,6198,4.17999982833862,4.17999982833862,0,0,0,4.17999982833862,0,0,0,249,1191,1852,249,0.8270833333333333,Moderate,Sunday,Weekend,NA,NA,NA,NA,NA
2320127002,2016-04-18,6559,4.42000007629395,4.42000007629395,0,0,0.259999990463257,4.1399998664856,0,0,7,260,1173,1905,267,0.8145833333333333,Moderate,Monday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-04-19,5997,4.03999996185303,4.03999996185303,0,0,0.379999995231628,3.66000008583069,0,0,11,228,1201,1811,239,0.8340277777777778,Moderate,Tuesday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-04-20,7192,4.84999990463257,4.84999990463257,0,0,0.490000009536743,4.34000015258789,0,0,11,283,1146,1922,294,0.7958333333333333,Moderate,Wednesday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-04-21,3404,2.28999996185303,2.28999996185303,0,0.0599999986588955,0.419999986886978,1.80999994277954,0,1,10,127,1302,1610,138,0.9041666666666667,Low,Thursday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-04-22,5583,3.75999999046326,3.75999999046326,0,0,0,3.75999999046326,0,0,0,266,1174,1851,266,0.8152777777777778,Moderate,Friday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-04-23,5079,3.42000007629395,3.42000007629395,0,0,0,3.42000007629395,0,0,0,242,1129,1804,242,0.8234865061998541,Moderate,Saturday,Weekend,1,61,69,0.8840579710144928,Low
2320127002,2016-04-24,4165,2.80999994277954,2.80999994277954,0,0,0,2.79999995231628,0,0,0,204,1236,1725,204,0.8583333333333333,Low,Sunday,Weekend,NA,NA,NA,NA,NA
2320127002,2016-04-25,3588,2.42000007629395,2.42000007629395,0,0.230000004172325,0.200000002980232,1.99000000953674,0,3,5,152,1280,1654,160,0.8888888888888888,Low,Monday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-04-26,3409,2.29999995231628,2.29999995231628,0,0,0,2.29999995231628,0,0,0,147,1293,1632,147,0.8979166666666667,Low,Tuesday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-04-27,1715,1.1599999666214,1.1599999666214,0,0,0,1.1599999666214,0,0,0,82,1358,1481,82,0.9430555555555555,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-04-28,1532,1.02999997138977,1.02999997138977,0,0,0,1.02999997138977,0,0,0,76,1364,1473,76,0.9472222222222222,Low,Thursday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-04-29,924,0.620000004768372,0.620000004768372,0,0,0,0.620000004768372,0,0,0,45,1395,1410,45,0.96875,Low,Friday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-04-30,4571,3.07999992370605,3.07999992370605,0,0,0,3.0699999332428,0,0,0,234,1206,1779,234,0.8375,Low,Saturday,Weekend,NA,NA,NA,NA,NA
2320127002,2016-05-01,772,0.519999980926514,0.519999980926514,0,0,0,0.519999980926514,0,0,0,40,1400,1403,40,0.9722222222222222,Low,Sunday,Weekend,NA,NA,NA,NA,NA
2320127002,2016-05-02,3634,2.45000004768372,2.45000004768372,0,0.360000014305115,0.209999993443489,1.87999999523163,0,5,6,123,1306,1613,134,0.9069444444444444,Low,Monday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-05-03,7443,5.01999998092651,5.01999998092651,0,1.49000000953674,0.370000004768372,3.16000008583069,0,20,10,206,1204,1878,236,0.8361111111111111,Moderate,Tuesday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-05-04,1201,0.810000002384186,0.810000002384186,0,0,0,0.810000002384186,0,0,0,52,1388,1426,52,0.9638888888888889,Low,Wednesday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-05-05,5202,3.50999999046326,3.50999999046326,0,0,0.389999985694885,3.10999989509583,0,0,11,223,1206,1780,234,0.8375,Moderate,Thursday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-05-06,4878,3.28999996185303,3.28999996185303,0,0,0,3.28999996185303,0,0,0,204,1236,1742,204,0.8583333333333333,Low,Friday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-05-07,7379,4.96999979019165,4.96999979019165,0,0,0,4.96999979019165,0,0,0,319,1121,1972,319,0.7784722222222222,Moderate,Saturday,Weekend,NA,NA,NA,NA,NA
2320127002,2016-05-08,5161,3.48000001907349,3.48000001907349,0,0,0,3.47000002861023,0,0,0,247,1193,1821,247,0.8284722222222223,Moderate,Sunday,Weekend,NA,NA,NA,NA,NA
2320127002,2016-05-09,3090,2.07999992370605,2.07999992370605,0,0,0,2.07999992370605,0,0,0,145,1295,1630,145,0.8993055555555556,Low,Monday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-05-10,6227,4.19999980926514,4.19999980926514,0,0,0,4.19999980926514,0,0,0,290,1150,1899,290,0.7986111111111112,Moderate,Tuesday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-05-11,6424,4.32999992370605,4.32999992370605,0,0,0,4.32999992370605,0,0,0,300,1140,1903,300,0.7916666666666666,Moderate,Wednesday,Weekday,NA,NA,NA,NA,NA
2320127002,2016-05-12,2661,1.78999996185303,1.78999996185303,0,0,0,1.78999996185303,0,0,0,128,830,1125,128,0.8663883089770354,Low,Thursday,Weekday,NA,NA,NA,NA,NA
